State,District,Year,Type,Cause,Deaths
Delhi,North Delhi,2016,Accidental,Poisoning,66
Delhi,North Delhi,2016,Natural,Epidemic,63
Delhi,North Delhi,2017,Accidental,Fire,39
Delhi,North Delhi,2017,Accidental,Poisoning,89
Delhi,North Delhi,2017,Natural,Epidemic,98
Delhi,North Delhi,2017,Natural,Epidemic,41
Delhi,North Delhi,2018,Natural,Heart Attack,83
Delhi,North Delhi,2018,Accidental,Drowning,41
Delhi,North Delhi,2018,Natural,Heat Stroke,110
Delhi,North Delhi,2018,Natural,Heart Attack,72
Delhi,North Delhi,2018,Natural,Heart Attack,24
Delhi,North Delhi,2019,Accidental,Fire,29
Delhi,North Delhi,2019,Accidental,Fall,7
Delhi,North Delhi,2019,Natural,Heart Attack,62
Delhi,North Delhi,2019,Natural,Heart Attack,94
Delhi,North Delhi,2020,Natural,Heart Attack,76
Delhi,North Delhi,2020,Natural,Epidemic,52
Delhi,North Delhi,2020,Accidental,Drowning,37
Delhi,North Delhi,2020,Natural,Heat Stroke,76
Delhi,North Delhi,2020,Natural,Epidemic,10
Delhi,North Delhi,2020,Natural,Epidemic,31
Delhi,North Delhi,2021,Accidental,Fall,49
Delhi,North Delhi,2021,Natural,Stroke,80
Delhi,North Delhi,2021,Accidental,Poisoning,57
Delhi,North Delhi,2021,Accidental,Fire,76
Delhi,North Delhi,2021,Natural,Heat Stroke,176
Delhi,North Delhi,2021,Accidental,Road Accident,88
Delhi,North Delhi,2022,Natural,Heart Attack,58
Delhi,North Delhi,2022,Accidental,Fall,46
Delhi,North Delhi,2022,Accidental,Road Accident,64
Delhi,North Delhi,2022,Natural,Stroke,81
Delhi,North Delhi,2022,Natural,Heart Attack,35
Delhi,North Delhi,2022,Natural,Stroke,74
Delhi,North Delhi,2023,Natural,Stroke,99
Delhi,North Delhi,2023,Accidental,Poisoning,103
Delhi,North Delhi,2023,Accidental,Poisoning,55
Delhi,North Delhi,2023,Accidental,Fall,46
Delhi,North Delhi,2023,Accidental,Fire,6
Delhi,North Delhi,2024,Natural,Heat Stroke,108
Delhi,North Delhi,2024,Natural,Heart Attack,50
Delhi,North Delhi,2024,Accidental,Fire,99
Delhi,North Delhi,2024,Accidental,Road Accident,51
Delhi,North Delhi,2024,Natural,Epidemic,5
Delhi,South Delhi,2015,Natural,Epidemic,48
Delhi,South Delhi,2015,Accidental,Fire,14
Delhi,South Delhi,2015,Natural,Heart Attack,79
Delhi,South Delhi,2015,Accidental,Drowning,17
Delhi,South Delhi,2015,Accidental,Road Accident,75
Delhi,South Delhi,2015,Natural,Stroke,59
Delhi,South Delhi,2016,Accidental,Poisoning,25
Delhi,South Delhi,2016,Accidental,Fall,47
Delhi,South Delhi,2016,Accidental,Road Accident,50
Delhi,South Delhi,2016,Accidental,Road Accident,93
Delhi,South Delhi,2017,Accidental,Road Accident,27
Delhi,South Delhi,2017,Accidental,Poisoning,56
Delhi,South Delhi,2017,Natural,Heart Attack,28
Delhi,South Delhi,2018,Natural,Stroke,84
Delhi,South Delhi,2018,Natural,Heat Stroke,47
Delhi,South Delhi,2018,Accidental,Poisoning,64
Delhi,South Delhi,2018,Natural,Epidemic,67
Delhi,South Delhi,2018,Natural,Epidemic,85
Delhi,South Delhi,2018,Natural,Epidemic,38
Delhi,South Delhi,2019,Accidental,Fall,32
Delhi,South Delhi,2019,Natural,Epidemic,82
Delhi,South Delhi,2019,Natural,Stroke,12
Delhi,South Delhi,2020,Accidental,Poisoning,32
Delhi,South Delhi,2020,Accidental,Fall,48
Delhi,South Delhi,2020,Natural,Heart Attack,9
Delhi,South Delhi,2020,Natural,Epidemic,49
Delhi,South Delhi,2020,Natural,Heart Attack,107
Delhi,South Delhi,2020,Natural,Heart Attack,79
Delhi,South Delhi,2021,Accidental,Drowning,42
Delhi,South Delhi,2021,Accidental,Road Accident,92
Delhi,South Delhi,2021,Natural,Heat Stroke,88
Delhi,South Delhi,2021,Natural,Stroke,74
Delhi,South Delhi,2021,Accidental,Fall,65
Delhi,South Delhi,2022,Natural,Epidemic,7
Delhi,South Delhi,2022,Natural,Heat Stroke,118
Delhi,South Delhi,2022,Natural,Stroke,98
Delhi,South Delhi,2022,Accidental,Fire,102
Delhi,South Delhi,2022,Natural,Heart Attack,79
Delhi,South Delhi,2023,Natural,Heart Attack,95
Delhi,South Delhi,2023,Natural,Heart Attack,12
Delhi,South Delhi,2023,Natural,Heart Attack,76
Delhi,South Delhi,2023,Natural,Heart Attack,36
Delhi,South Delhi,2023,Accidental,Road Accident,22
Delhi,South Delhi,2023,Natural,Heart Attack,21
Delhi,South Delhi,2024,Accidental,Poisoning,63
Delhi,South Delhi,2024,Natural,Heat Stroke,159
Delhi,South Delhi,2024,Natural,Heart Attack,4
Delhi,South Delhi,2024,Natural,Epidemic,79
Delhi,East Delhi,2015,Accidental,Fall,31
Delhi,East Delhi,2015,Natural,Stroke,86
Delhi,East Delhi,2015,Accidental,Road Accident,16
Delhi,East Delhi,2016,Natural,Heat Stroke,34
Delhi,East Delhi,2016,Natural,Epidemic,86
Delhi,East Delhi,2016,Natural,Heat Stroke,96
Delhi,East Delhi,2017,Accidental,Drowning,91
Delhi,East Delhi,2017,Accidental,Road Accident,54
Delhi,East Delhi,2017,Accidental,Drowning,42
Delhi,East Delhi,2017,Natural,Heart Attack,32
Delhi,East Delhi,2018,Natural,Heart Attack,26
Delhi,East Delhi,2018,Accidental,Road Accident,64
Delhi,East Delhi,2018,Natural,Heat Stroke,91
Delhi,East Delhi,2019,Accidental,Road Accident,63
Delhi,East Delhi,2019,Natural,Heat Stroke,76
Delhi,East Delhi,2019,Natural,Epidemic,72
Delhi,East Delhi,2019,Accidental,Poisoning,18
Delhi,East Delhi,2019,Natural,Stroke,82
Delhi,East Delhi,2019,Natural,Heart Attack,50
Delhi,East Delhi,2020,Natural,Stroke,31
Delhi,East Delhi,2020,Accidental,Road Accident,11
Delhi,East Delhi,2020,Natural,Heart Attack,82
Delhi,East Delhi,2020,Accidental,Fire,97
Delhi,East Delhi,2020,Natural,Stroke,28
Delhi,East Delhi,2020,Accidental,Fire,27
Delhi,East Delhi,2021,Accidental,Fall,22
Delhi,East Delhi,2021,Accidental,Drowning,59
Delhi,East Delhi,2021,Accidental,Drowning,106
Delhi,East Delhi,2021,Natural,Stroke,79
Delhi,East Delhi,2021,Natural,Heat Stroke,65
Delhi,East Delhi,2021,Accidental,Poisoning,75
Delhi,East Delhi,2022,Natural,Epidemic,43
Delhi,East Delhi,2022,Natural,Heat Stroke,109
Delhi,East Delhi,2022,Natural,Epidemic,0
Delhi,East Delhi,2022,Natural,Epidemic,8
Delhi,East Delhi,2023,Natural,Stroke,44
Delhi,East Delhi,2023,Accidental,Drowning,38
Delhi,East Delhi,2023,Accidental,Fire,65
Delhi,East Delhi,2023,Accidental,Poisoning,24
Delhi,East Delhi,2023,Natural,Epidemic,70
Delhi,East Delhi,2023,Natural,Epidemic,24
Delhi,East Delhi,2024,Natural,Heat Stroke,93
Delhi,East Delhi,2024,Accidental,Drowning,46
Delhi,East Delhi,2024,Accidental,Drowning,55
Delhi,East Delhi,2024,Natural,Epidemic,49
Kerala,Thiruvananthapuram,2015,Natural,Heat Stroke,102
Kerala,Thiruvananthapuram,2015,Natural,Heat Stroke,66
Kerala,Thiruvananthapuram,2015,Natural,Heat Stroke,26
Kerala,Thiruvananthapuram,2015,Accidental,Fall,32
Kerala,Thiruvananthapuram,2016,Accidental,Fall,17
Kerala,Thiruvananthapuram,2016,Accidental,Drowning,51
Kerala,Thiruvananthapuram,2016,Accidental,Fall,40
Kerala,Thiruvananthapuram,2016,Accidental,Fall,76
Kerala,Thiruvananthapuram,2016,Natural,Stroke,4
Kerala,Thiruvananthapuram,2016,Accidental,Fire,12
Kerala,Thiruvananthapuram,2017,Accidental,Fall,93
Kerala,Thiruvananthapuram,2017,Accidental,Poisoning,19
Kerala,Thiruvananthapuram,2017,Natural,Heat Stroke,53
Kerala,Thiruvananthapuram,2017,Accidental,Fall,87
Kerala,Thiruvananthapuram,2017,Accidental,Drowning,58
Kerala,Thiruvananthapuram,2017,Accidental,Fall,59
Kerala,Thiruvananthapuram,2018,Accidental,Drowning,38
Kerala,Thiruvananthapuram,2018,Accidental,Road Accident,22
Kerala,Thiruvananthapuram,2018,Accidental,Drowning,83
Kerala,Thiruvananthapuram,2018,Natural,Heat Stroke,27
Kerala,Thiruvananthapuram,2018,Natural,Stroke,50
Kerala,Thiruvananthapuram,2018,Natural,Stroke,76
Kerala,Thiruvananthapuram,2019,Accidental,Fall,103
Kerala,Thiruvananthapuram,2019,Accidental,Road Accident,101
Kerala,Thiruvananthapuram,2019,Natural,Heart Attack,60
Kerala,Thiruvananthapuram,2019,Natural,Heart Attack,36
Kerala,Thiruvananthapuram,2020,Natural,Epidemic,252
Kerala,Thiruvananthapuram,2020,Natural,Stroke,51
Kerala,Thiruvananthapuram,2020,Natural,Heart Attack,63
Kerala,Thiruvananthapuram,2020,Accidental,Fire,68
Kerala,Thiruvananthapuram,2021,Natural,Stroke,21
Kerala,Thiruvananthapuram,2021,Natural,Epidemic,260
Kerala,Thiruvananthapuram,2021,Natural,Epidemic,217
Kerala,Thiruvananthapuram,2022,Natural,Heat Stroke,4
Kerala,Thiruvananthapuram,2022,Accidental,Fall,52
Kerala,Thiruvananthapuram,2022,Accidental,Fire,68
Kerala,Thiruvananthapuram,2022,Natural,Epidemic,27
Kerala,Thiruvananthapuram,2022,Natural,Stroke,59
Kerala,Thiruvananthapuram,2023,Accidental,Fire,56
Kerala,Thiruvananthapuram,2023,Accidental,Fire,92
Kerala,Thiruvananthapuram,2023,Accidental,Drowning,45
Kerala,Thiruvananthapuram,2023,Natural,Heart Attack,13
Kerala,Thiruvananthapuram,2023,Accidental,Fire,91
Kerala,Thiruvananthapuram,2024,Accidental,Drowning,45
Kerala,Thiruvananthapuram,2024,Natural,Heart Attack,63
Kerala,Thiruvananthapuram,2024,Accidental,Fire,98
Kerala,Thiruvananthapuram,2024,Accidental,Poisoning,64
Kerala,Thiruvananthapuram,2024,Natural,Heart Attack,38
Kerala,Thiruvananthapuram,2024,Accidental,Road Accident,38
Kerala,Kochi,2015,Natural,Epidemic,21
Kerala,Kochi,2015,Accidental,Fall,104
Kerala,Kochi,2015,Natural,Heart Attack,20
Kerala,Kochi,2015,Natural,Epidemic,92
Kerala,Kochi,2015,Accidental,Drowning,25
Kerala,Kochi,2015,Accidental,Fire,17
Kerala,Kochi,2016,Accidental,Poisoning,25
Kerala,Kochi,2016,Natural,Epidemic,44
Kerala,Kochi,2016,Accidental,Fire,92
Kerala,Kochi,2017,Natural,Epidemic,6
Kerala,Kochi,2017,Accidental,Poisoning,12
Kerala,Kochi,2017,Natural,Stroke,9
Kerala,Kochi,2017,Natural,Epidemic,64
Kerala,Kochi,2018,Accidental,Fire,46
Kerala,Kochi,2018,Natural,Stroke,33
Kerala,Kochi,2018,Accidental,Fall,55
Kerala,Kochi,2018,Natural,Heart Attack,62
Kerala,Kochi,2018,Natural,Heat Stroke,19
Kerala,Kochi,2019,Accidental,Poisoning,70
Kerala,Kochi,2019,Natural,Epidemic,83
Kerala,Kochi,2019,Natural,Heart Attack,26
Kerala,Kochi,2019,Accidental,Fall,22
Kerala,Kochi,2020,Accidental,Fire,32
Kerala,Kochi,2020,Natural,Heart Attack,41
Kerala,Kochi,2020,Accidental,Poisoning,89
Kerala,Kochi,2020,Accidental,Drowning,84
Kerala,Kochi,2020,Natural,Epidemic,240
Kerala,Kochi,2021,Accidental,Road Accident,57
Kerala,Kochi,2021,Accidental,Fall,51
Kerala,Kochi,2021,Natural,Heart Attack,96
Kerala,Kochi,2021,Accidental,Fall,97
Kerala,Kochi,2021,Accidental,Poisoning,72
Kerala,Kochi,2021,Natural,Heart Attack,99
Kerala,Kochi,2022,Accidental,Fall,11
Kerala,Kochi,2022,Accidental,Road Accident,13
Kerala,Kochi,2022,Accidental,Fire,72
Kerala,Kochi,2022,Natural,Stroke,41
Kerala,Kochi,2022,Natural,Stroke,16
Kerala,Kochi,2022,Accidental,Poisoning,67
Kerala,Kochi,2023,Accidental,Poisoning,87
Kerala,Kochi,2023,Natural,Epidemic,8
Kerala,Kochi,2023,Accidental,Poisoning,37
Kerala,Kochi,2023,Natural,Epidemic,77
Kerala,Kochi,2023,Natural,Heat Stroke,101
Kerala,Kochi,2023,Natural,Heat Stroke,78
Kerala,Kochi,2024,Accidental,Fall,16
Kerala,Kochi,2024,Accidental,Road Accident,29
Kerala,Kochi,2024,Accidental,Road Accident,68
Kerala,Kozhikode,2015,Natural,Heart Attack,52
Kerala,Kozhikode,2015,Accidental,Fall,82
Kerala,Kozhikode,2015,Natural,Heat Stroke,98
Kerala,Kozhikode,2015,Natural,Heat Stroke,67
Kerala,Kozhikode,2015,Natural,Epidemic,76
Kerala,Kozhikode,2016,Accidental,Road Accident,84
Kerala,Kozhikode,2016,Accidental,Fire,16
Kerala,Kozhikode,2016,Accidental,Poisoning,79
Kerala,Kozhikode,2017,Accidental,Road Accident,12
Kerala,Kozhikode,2017,Accidental,Road Accident,90
Kerala,Kozhikode,2017,Accidental,Fall,44
Kerala,Kozhikode,2017,Accidental,Road Accident,100
Kerala,Kozhikode,2018,Accidental,Fire,105
Kerala,Kozhikode,2018,Natural,Heat Stroke,87
Kerala,Kozhikode,2018,Natural,Heat Stroke,43
Kerala,Kozhikode,2019,Accidental,Drowning,54
Kerala,Kozhikode,2019,Accidental,Drowning,29
Kerala,Kozhikode,2019,Natural,Stroke,77
Kerala,Kozhikode,2019,Natural,Heart Attack,57
Kerala,Kozhikode,2019,Accidental,Drowning,15
Kerala,Kozhikode,2019,Natural,Heart Attack,80
Kerala,Kozhikode,2020,Natural,Heart Attack,0
Kerala,Kozhikode,2020,Natural,Epidemic,248
Kerala,Kozhikode,2020,Natural,Heat Stroke,101
Kerala,Kozhikode,2021,Natural,Stroke,31
Kerala,Kozhikode,2021,Natural,Stroke,16
Kerala,Kozhikode,2021,Accidental,Fall,49
Kerala,Kozhikode,2021,Accidental,Fire,37
Kerala,Kozhikode,2021,Natural,Epidemic,283
Kerala,Kozhikode,2022,Natural,Heat Stroke,50
Kerala,Kozhikode,2022,Accidental,Poisoning,28
Kerala,Kozhikode,2022,Natural,Heart Attack,89
Kerala,Kozhikode,2022,Natural,Stroke,90
Kerala,Kozhikode,2023,Natural,Heart Attack,12
Kerala,Kozhikode,2023,Accidental,Fire,13
Kerala,Kozhikode,2023,Accidental,Fire,76
Kerala,Kozhikode,2023,Natural,Epidemic,49
Kerala,Kozhikode,2024,Natural,Heat Stroke,62
Kerala,Kozhikode,2024,Accidental,Fire,79
Kerala,Kozhikode,2024,Accidental,Fire,36
Kerala,Thrissur,2015,Accidental,Drowning,89
Kerala,Thrissur,2015,Accidental,Poisoning,85
Kerala,Thrissur,2015,Accidental,Fall,76
Kerala,Thrissur,2015,Natural,Epidemic,57
Kerala,Thrissur,2015,Natural,Epidemic,48
Kerala,Thrissur,2015,Accidental,Fall,77
Kerala,Thrissur,2016,Accidental,Fire,65
Kerala,Thrissur,2016,Natural,Heart Attack,24
Kerala,Thrissur,2016,Accidental,Fire,21
Kerala,Thrissur,2016,Accidental,Road Accident,36
Kerala,Thrissur,2016,Accidental,Drowning,35
Kerala,Thrissur,2017,Natural,Heart Attack,52
Kerala,Thrissur,2017,Accidental,Poisoning,58
Kerala,Thrissur,2017,Natural,Heat Stroke,30
Kerala,Thrissur,2017,Accidental,Fire,25
Kerala,Thrissur,2017,Accidental,Poisoning,30
Kerala,Thrissur,2018,Natural,Heat Stroke,17
Kerala,Thrissur,2018,Natural,Heat Stroke,42
Kerala,Thrissur,2018,Accidental,Fall,83
Kerala,Thrissur,2019,Accidental,Poisoning,48
Kerala,Thrissur,2019,Accidental,Fire,73
Kerala,Thrissur,2019,Natural,Epidemic,76
Kerala,Thrissur,2020,Accidental,Fall,53
Kerala,Thrissur,2020,Natural,Heart Attack,24
Kerala,Thrissur,2020,Natural,Epidemic,285
Kerala,Thrissur,2020,Natural,Heat Stroke,80
Kerala,Thrissur,2021,Accidental,Poisoning,44
Kerala,Thrissur,2021,Natural,Epidemic,294
Kerala,Thrissur,2021,Accidental,Fire,40
Kerala,Thrissur,2021,Accidental,Poisoning,18
Kerala,Thrissur,2022,Accidental,Fire,74
Kerala,Thrissur,2022,Natural,Stroke,65
Kerala,Thrissur,2022,Natural,Epidemic,15
Kerala,Thrissur,2022,Accidental,Fire,59
Kerala,Thrissur,2022,Accidental,Poisoning,61
Kerala,Thrissur,2022,Natural,Heart Attack,67
Kerala,Thrissur,2023,Accidental,Drowning,65
Kerala,Thrissur,2023,Natural,Heart Attack,79
Kerala,Thrissur,2023,Accidental,Drowning,64
Kerala,Thrissur,2023,Natural,Epidemic,88
Kerala,Thrissur,2024,Natural,Heat Stroke,18
Kerala,Thrissur,2024,Accidental,Fire,4
Kerala,Thrissur,2024,Accidental,Drowning,43
Kerala,Thrissur,2024,Accidental,Road Accident,46
Kerala,Thrissur,2024,Natural,Stroke,92
Kerala,Thrissur,2024,Accidental,Poisoning,78
Tamil Nadu,Chennai,2015,Natural,Heat Stroke,77
Tamil Nadu,Chennai,2015,Accidental,Drowning,74
Tamil Nadu,Chennai,2015,Natural,Stroke,66
Tamil Nadu,Chennai,2015,Natural,Heart Attack,16
Tamil Nadu,Chennai,2016,Natural,Heat Stroke,7
Tamil Nadu,Chennai,2016,Natural,Heart Attack,22
Tamil Nadu,Chennai,2016,Natural,Stroke,68
Tamil Nadu,Chennai,2016,Natural,Heart Attack,100
Tamil Nadu,Chennai,2016,Natural,Heat Stroke,71
Tamil Nadu,Chennai,2017,Accidental,Poisoning,11
Tamil Nadu,Chennai,2017,Accidental,Drowning,70
Tamil Nadu,Chennai,2017,Natural,Epidemic,32
Tamil Nadu,Chennai,2017,Natural,Stroke,39
Tamil Nadu,Chennai,2017,Accidental,Road Accident,19
Tamil Nadu,Chennai,2018,Natural,Heart Attack,19
Tamil Nadu,Chennai,2018,Natural,Heat Stroke,20
Tamil Nadu,Chennai,2018,Natural,Epidemic,80
Tamil Nadu,Chennai,2019,Natural,Stroke,22
Tamil Nadu,Chennai,2019,Natural,Stroke,96
Tamil Nadu,Chennai,2019,Natural,Stroke,79
Tamil Nadu,Chennai,2020,Accidental,Fire,73
Tamil Nadu,Chennai,2020,Accidental,Fire,41
Tamil Nadu,Chennai,2020,Natural,Stroke,49
Tamil Nadu,Chennai,2020,Natural,Epidemic,85
Tamil Nadu,Chennai,2020,Accidental,Fire,76
Tamil Nadu,Chennai,2020,Natural,Stroke,69
Tamil Nadu,Chennai,2021,Accidental,Fire,13
Tamil Nadu,Chennai,2021,Natural,Heat Stroke,61
Tamil Nadu,Chennai,2021,Natural,Epidemic,42
Tamil Nadu,Chennai,2021,Accidental,Poisoning,4
Tamil Nadu,Chennai,2021,Natural,Heat Stroke,36
Tamil Nadu,Chennai,2022,Accidental,Poisoning,46
Tamil Nadu,Chennai,2022,Accidental,Road Accident,28
Tamil Nadu,Chennai,2022,Accidental,Poisoning,48
Tamil Nadu,Chennai,2023,Natural,Heart Attack,0
Tamil Nadu,Chennai,2023,Accidental,Road Accident,32
Tamil Nadu,Chennai,2023,Accidental,Road Accident,84
Tamil Nadu,Chennai,2023,Natural,Epidemic,76
Tamil Nadu,Chennai,2023,Natural,Heat Stroke,73
Tamil Nadu,Chennai,2024,Accidental,Poisoning,81
Tamil Nadu,Chennai,2024,Accidental,Poisoning,37
Tamil Nadu,Chennai,2024,Accidental,Fall,63
Tamil Nadu,Chennai,2024,Natural,Heart Attack,64
Tamil Nadu,Chennai,2024,Accidental,Poisoning,83
Tamil Nadu,Chennai,2024,Accidental,Poisoning,57
Tamil Nadu,Coimbatore,2015,Accidental,Drowning,5
Tamil Nadu,Coimbatore,2015,Accidental,Poisoning,56
Tamil Nadu,Coimbatore,2015,Accidental,Road Accident,21
Tamil Nadu,Coimbatore,2016,Accidental,Poisoning,37
Tamil Nadu,Coimbatore,2016,Natural,Stroke,73
Tamil Nadu,Coimbatore,2016,Natural,Epidemic,61
Tamil Nadu,Coimbatore,2016,Natural,Stroke,75
Tamil Nadu,Coimbatore,2016,Accidental,Drowning,68
Tamil Nadu,Coimbatore,2017,Accidental,Drowning,56
Tamil Nadu,Coimbatore,2017,Natural,Heat Stroke,26
Tamil Nadu,Coimbatore,2017,Natural,Heart Attack,21
Tamil Nadu,Coimbatore,2017,Accidental,Fire,48
Tamil Nadu,Coimbatore,2017,Natural,Heart Attack,39
Tamil Nadu,Coimbatore,2018,Natural,Heat Stroke,91
Tamil Nadu,Coimbatore,2018,Natural,Epidemic,24
Tamil Nadu,Coimbatore,2018,Natural,Stroke,43
Tamil Nadu,Coimbatore,2018,Accidental,Fall,34
Tamil Nadu,Coimbatore,2018,Natural,Stroke,56
Tamil Nadu,Coimbatore,2018,Natural,Epidemic,69
Tamil Nadu,Coimbatore,2019,Natural,Epidemic,51
Tamil Nadu,Coimbatore,2019,Accidental,Fall,34
Tamil Nadu,Coimbatore,2019,Accidental,Road Accident,18
Tamil Nadu,Coimbatore,2020,Natural,Heat Stroke,97
Tamil Nadu,Coimbatore,2020,Natural,Stroke,106
Tamil Nadu,Coimbatore,2020,Natural,Heat Stroke,23
Tamil Nadu,Coimbatore,2021,Accidental,Drowning,10
Tamil Nadu,Coimbatore,2021,Natural,Epidemic,69
Tamil Nadu,Coimbatore,2021,Accidental,Fire,90
Tamil Nadu,Coimbatore,2021,Natural,Stroke,95
Tamil Nadu,Coimbatore,2022,Natural,Epidemic,67
Tamil Nadu,Coimbatore,2022,Natural,Heart Attack,101
Tamil Nadu,Coimbatore,2022,Accidental,Road Accident,90
Tamil Nadu,Coimbatore,2022,Accidental,Drowning,40
Tamil Nadu,Coimbatore,2022,Accidental,Poisoning,50
Tamil Nadu,Coimbatore,2022,Accidental,Fall,96
Tamil Nadu,Coimbatore,2023,Natural,Epidemic,68
Tamil Nadu,Coimbatore,2023,Accidental,Fire,103
Tamil Nadu,Coimbatore,2023,Natural,Heat Stroke,48
Tamil Nadu,Coimbatore,2023,Natural,Heat Stroke,32
Tamil Nadu,Coimbatore,2023,Natural,Heat Stroke,47
Tamil Nadu,Coimbatore,2024,Natural,Epidemic,26
Tamil Nadu,Coimbatore,2024,Natural,Heat Stroke,76
Tamil Nadu,Coimbatore,2024,Accidental,Poisoning,77
Tamil Nadu,Coimbatore,2024,Accidental,Fall,95
Tamil Nadu,Coimbatore,2024,Natural,Heart Attack,117
Tamil Nadu,Madurai,2015,Natural,Stroke,25
Tamil Nadu,Madurai,2015,Accidental,Fire,71
Tamil Nadu,Madurai,2015,Accidental,Drowning,76
Tamil Nadu,Madurai,2016,Natural,Epidemic,0
Tamil Nadu,Madurai,2016,Accidental,Poisoning,12
Tamil Nadu,Madurai,2016,Accidental,Road Accident,108
Tamil Nadu,Madurai,2017,Accidental,Fire,0
Tamil Nadu,Madurai,2017,Accidental,Fall,94
Tamil Nadu,Madurai,2017,Natural,Stroke,49
Tamil Nadu,Madurai,2017,Accidental,Poisoning,88
Tamil Nadu,Madurai,2018,Natural,Epidemic,89
Tamil Nadu,Madurai,2018,Natural,Heat Stroke,69
Tamil Nadu,Madurai,2018,Natural,Heat Stroke,52
Tamil Nadu,Madurai,2018,Natural,Stroke,32
Tamil Nadu,Madurai,2018,Natural,Heart Attack,92
Tamil Nadu,Madurai,2018,Accidental,Road Accident,56
Tamil Nadu,Madurai,2019,Natural,Heat Stroke,79
Tamil Nadu,Madurai,2019,Natural,Stroke,54
Tamil Nadu,Madurai,2019,Accidental,Road Accident,44
Tamil Nadu,Madurai,2020,Natural,Heat Stroke,49
Tamil Nadu,Madurai,2020,Natural,Heat Stroke,79
Tamil Nadu,Madurai,2020,Accidental,Fire,90
Tamil Nadu,Madurai,2020,Accidental,Fire,11
Tamil Nadu,Madurai,2021,Natural,Stroke,28
Tamil Nadu,Madurai,2021,Accidental,Fall,58
Tamil Nadu,Madurai,2021,Accidental,Drowning,23
Tamil Nadu,Madurai,2021,Natural,Epidemic,27
Tamil Nadu,Madurai,2021,Accidental,Road Accident,50
Tamil Nadu,Madurai,2022,Natural,Heat Stroke,36
Tamil Nadu,Madurai,2022,Accidental,Poisoning,60
Tamil Nadu,Madurai,2022,Accidental,Fall,63
Tamil Nadu,Madurai,2022,Accidental,Road Accident,71
Tamil Nadu,Madurai,2022,Natural,Epidemic,72
Tamil Nadu,Madurai,2023,Accidental,Poisoning,20
Tamil Nadu,Madurai,2023,Natural,Epidemic,33
Tamil Nadu,Madurai,2023,Natural,Heart Attack,23
Tamil Nadu,Madurai,2024,Natural,Epidemic,70
Tamil Nadu,Madurai,2024,Natural,Epidemic,95
Tamil Nadu,Madurai,2024,Natural,Stroke,98
Tamil Nadu,Madurai,2024,Accidental,Road Accident,58
Tamil Nadu,Salem,2015,Accidental,Road Accident,68
Tamil Nadu,Salem,2015,Accidental,Fall,118
Tamil Nadu,Salem,2015,Accidental,Poisoning,91
Tamil Nadu,Salem,2015,Natural,Heat Stroke,68
Tamil Nadu,Salem,2015,Natural,Heart Attack,62
Tamil Nadu,Salem,2016,Natural,Epidemic,76
Tamil Nadu,Salem,2016,Natural,Stroke,76
Tamil Nadu,Salem,2016,Accidental,Fire,28
Tamil Nadu,Salem,2016,Accidental,Fall,53
Tamil Nadu,Salem,2017,Natural,Stroke,40
Tamil Nadu,Salem,2017,Accidental,Fall,30
Tamil Nadu,Salem,2017,Accidental,Poisoning,75
Tamil Nadu,Salem,2017,Accidental,Fall,14
Tamil Nadu,Salem,2017,Natural,Epidemic,56
Tamil Nadu,Salem,2017,Accidental,Road Accident,96
Tamil Nadu,Salem,2018,Natural,Heat Stroke,33
Tamil Nadu,Salem,2018,Natural,Heart Attack,104
Tamil Nadu,Salem,2018,Accidental,Poisoning,36
Tamil Nadu,Salem,2018,Natural,Epidemic,70
Tamil Nadu,Salem,2018,Natural,Heat Stroke,95
Tamil Nadu,Salem,2018,Natural,Heat Stroke,90
Tamil Nadu,Salem,2019,Natural,Epidemic,30
Tamil Nadu,Salem,2019,Natural,Heat Stroke,24
Tamil Nadu,Salem,2019,Natural,Heart Attack,31
Tamil Nadu,Salem,2019,Accidental,Fall,95
Tamil Nadu,Salem,2020,Natural,Heat Stroke,62
Tamil Nadu,Salem,2020,Accidental,Poisoning,86
Tamil Nadu,Salem,2020,Accidental,Road Accident,70
Tamil Nadu,Salem,2021,Natural,Heart Attack,96
Tamil Nadu,Salem,2021,Accidental,Road Accident,65
Tamil Nadu,Salem,2021,Natural,Stroke,90
Tamil Nadu,Salem,2021,Natural,Epidemic,36
Tamil Nadu,Salem,2022,Accidental,Poisoning,36
Tamil Nadu,Salem,2022,Natural,Heat Stroke,44
Tamil Nadu,Salem,2022,Natural,Heart Attack,95
Tamil Nadu,Salem,2022,Natural,Stroke,50
Tamil Nadu,Salem,2023,Accidental,Fall,45
Tamil Nadu,Salem,2023,Natural,Epidemic,87
Tamil Nadu,Salem,2023,Natural,Heart Attack,9
Tamil Nadu,Salem,2024,Accidental,Fall,11
Tamil Nadu,Salem,2024,Natural,Heart Attack,62
Tamil Nadu,Salem,2024,Natural,Stroke,26
Tamil Nadu,Salem,2024,Natural,Heart Attack,65
Tamil Nadu,Salem,2024,Accidental,Fire,43
